# Sun->Apophis in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
01-JUL-2028 20:10:00.0000 ET, -5.9811969384372696e+07, -1.0967216064982320e+08, -4.2256381061540097e+07, +3.1114104930512376e+01, -8.7620716947355533e+00, -2.4723570302183560e+00
01-JUL-2028 20:20:00.0000 ET, -5.9793300298465826e+07, -1.0967741675044982e+08, -4.2257864035600379e+07, +3.1116181346170190e+01, -8.7582636446289897e+00, -2.4708898086384288e+00
01-JUL-2028 20:30:00.0000 ET, -5.9774629966852754e+07, -1.0968267056609754e+08, -4.2259346129276007e+07, +3.1118257284498995e+01, -8.7544550983922651e+00, -2.4694224147631432e+00
01-JUL-2028 20:40:00.0000 ET, -5.9755958389819913e+07, -1.0968792209646870e+08, -4.2260827342463635e+07, +3.1120332745396208e+01, -8.7506460562215125e+00, -2.4679548485949661e+00
01-JUL-2028 20:50:00.0000 ET, -5.9737285567653798e+07, -1.0969317134126580e+08, -4.2262307675059870e+07, +3.1122407728770277e+01, -8.7468365179562930e+00, -2.4664871101480950e+00
01-JUL-2028 21:00:00.0000 ET, -5.9718611500640951e+07, -1.0969841830019109e+08, -4.2263787126961358e+07, +3.1124482234380434e+01, -8.7430264834542921e+00, -2.4650191993770485e+00
01-JUL-2028 21:10:00.0000 ET, -5.9699936189068064e+07, -1.0970366297294705e+08, -4.2265265698064730e+07, +3.1126556262206641e+01, -8.7392159534974105e+00, -2.4635511164714035e+00
01-JUL-2028 21:20:00.0000 ET, -5.9681259633221842e+07, -1.0970890535923611e+08, -4.2266743388266645e+07, +3.1128629812160767e+01, -8.7354049273404026e+00, -2.4620828612086787e+00
01-JUL-2028 21:30:00.0000 ET, -5.9662581833389096e+07, -1.0971414545876065e+08, -4.2268220197463751e+07, +3.1130702883926940e+01, -8.7315934051700328e+00, -2.4606144337675731e+00
01-JUL-2028 21:40:00.0000 ET, -5.9643902789856769e+07, -1.0971938327122314e+08, -4.2269696125552714e+07, +3.1132775477481520e+01, -8.7277813871040113e+00, -2.4591458340582117e+00
01-JUL-2028 21:50:00.0000 ET, -5.9625222502911776e+07, -1.0972461879632600e+08, -4.2271171172430173e+07, +3.1134847592752944e+01, -8.7239688731050986e+00, -2.4576770621248567e+00
01-JUL-2028 22:00:00.0000 ET, -5.9606540972841181e+07, -1.0972985203377168e+08, -4.2272645337992817e+07, +3.1136919229463043e+01, -8.7201558632173128e+00, -2.4562081179909026e+00
01-JUL-2028 22:10:00.0000 ET, -5.9587858199932136e+07, -1.0973508298326266e+08, -4.2274118622137330e+07, +3.1138990387558444e+01, -8.7163423574221586e+00, -2.4547390016634143e+00
01-JUL-2028 22:20:00.0000 ET, -5.9569174184471846e+07, -1.0974031164450145e+08, -4.2275591024760373e+07, +3.1141061066986552e+01, -8.7125283558082831e+00, -2.4532697131164896e+00
01-JUL-2028 22:30:00.0000 ET, -5.9550488926747590e+07, -1.0974553801719044e+08, -4.2277062545758635e+07, +3.1143131267367306e+01, -8.7087138579785925e+00, -2.4518002524140803e+00
01-JUL-2028 22:40:00.0000 ET, -5.9531802427046739e+07, -1.0975076210103226e+08, -4.2278533185028821e+07, +3.1145200988906129e+01, -8.7048988650181034e+00, -2.4503306195079317e+00
01-JUL-2028 22:50:00.0000 ET, -5.9513114685656749e+07, -1.0975598389572930e+08, -4.2280002942467622e+07, +3.1147270231213614e+01, -8.7010833758284232e+00, -2.4488608144798722e+00
